date,pubdate,code,company_name,title,doc_id,close,shares_outstanding,market_cap_jpy,market_cap_billion_jpy,source_url,saved_path
20260903,2026-09-03 16:00:00,1721,コムシスＨＤ,自己株式の取得状況に関するお知らせ,140120260903531001,5440.0,115534910,628509910400.0,628.5099104,https://www.release.tdnet.info/inbs/140120260903531001.pdf,tdnet_pdfs/20260903/2026-09-03 16_00_00_1721_コムシスＨＤ_自己株式の取得状況に関するお知らせ_140120260903531001.pdf
20260903,2026-09-03 16:00:00,4536,参天薬,事後交付型業績連動株式報酬としての自己株式の処分に関するお知らせ,140120260903531190,1871.0,321687341,601877015011.0,601.877015011,https://www.release.tdnet.info/inbs/140120260903531190.pdf,tdnet_pdfs/20260903/2026-09-03 16_00_00_4536_参天薬_事後交付型業績連動株式報酬としての自己株式の処分に関するお知らせ_140120260903531190.pdf
20260903,2026-09-03 15:30:00,2267,ヤクルト,自己株式の取得状況に関するお知らせ,140120260903531218,2847.0,288676028,821860651716.0,821.860651716,https://www.release.tdnet.info/inbs/140120260903531218.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_2267_ヤクルト_自己株式の取得状況に関するお知らせ_140120260903531218.pdf
20260903,2026-09-03 15:30:00,2503,キリンＨＤ,自己株式の取得状況に関するお知らせ,140120260825525827,2945.5,796891219,2347243085564.5,2347.2430855645,https://www.release.tdnet.info/inbs/140120260825525827.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_2503_キリンＨＤ_自己株式の取得状況に関するお知らせ_140120260825525827.pdf
20260903,2026-09-03 15:30:00,4676,フジＨＤ,従業員持株会に対する譲渡制限付株式としての自己株式処分の払込完了及び一部失権に関するお知らせ,140120260903531267,4159.0,142445818,592432157062.0,592.432157062,https://www.release.tdnet.info/inbs/140120260903531267.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_4676_フジＨＤ_従業員持株会に対する譲渡制限付株式としての自己株式処分の払込完了及び一部失権に関するお知らせ_140120260903531267.pdf
20260903,2026-09-03 15:30:00,4911,資生堂,連結子会社からの配当金受領に関するお知らせ,140120260819523059,3424.0,399624362,1368313815488.0,1368.313815488,https://www.release.tdnet.info/inbs/140120260819523059.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_4911_資生堂_連結子会社からの配当金受領に関するお知らせ_140120260819523059.pdf
20260903,2026-09-03 15:30:00,5844,京都ＦＧ,自己株式の取得状況に関するお知らせ,140120260902530349,4942.0,281746746,1392392418732.0,1392.392418732,https://www.release.tdnet.info/inbs/140120260902530349.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_5844_京都ＦＧ_自己株式の取得状況に関するお知らせ_140120260902530349.pdf
20260903,2026-09-03 15:30:00,6113,アマダ,自己株式の取得状況に関するお知らせ,140120260903530978,2475.5,308261631,763101667540.5,763.1016675405,https://www.release.tdnet.info/inbs/140120260903530978.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_6113_アマダ_自己株式の取得状況に関するお知らせ_140120260903530978.pdf
20260903,2026-09-03 15:30:00,6954,ファナック,自己株式の取得状況に関するお知らせ,140120260902530595,5761.0,933157668,5375921325348.0,5375.921325348,https://www.release.tdnet.info/inbs/140120260902530595.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_6954_ファナック_自己株式の取得状況に関するお知らせ_140120260902530595.pdf
20260903,2026-09-03 15:30:00,7186,横浜ＦＧ,自己株式の取得状況に関するお知らせ,140120260903531175,1951.0,1111477483,2168492569333.0,2168.492569333,https://www.release.tdnet.info/inbs/140120260903531175.pdf,tdnet_pdfs/20260903/2026-09-03 15_30_00_7186_横浜ＦＧ_自己株式の取得状況に関するお知らせ_140120260903531175.pdf
