date,pubdate,code,company_name,title,doc_id,close,shares_outstanding,market_cap_jpy,market_cap_billion_jpy,source_url,saved_path
20260824,2026-08-24 18:00:00,8572,アコム,（訂正・数値データ訂正） 「2027年３月期 第１四半期決算短信〔日本基準〕（連結）」の一部訂正について,140120260824525325,489.6000061035156,1566613908,767014178918.6525,767.0141789186524,https://www.release.tdnet.info/inbs/140120260824525325.pdf,tdnet_pdfs/20260824/2026-08-24 18_00_00_8572_アコム_（訂正・数値データ訂正） 「2027年３月期 第１四半期決算短信〔日本基準〕（連結）」の一部訂正について_140120260824525325.pdf
20260824,2026-08-24 18:00:00,8572,アコム,（訂正・数値データ訂正）「2026年３月期 決算短信〔日本基準〕（連結）」の一部訂正について,140120260824525328,489.6000061035156,1566613908,767014178918.6525,767.0141789186524,https://www.release.tdnet.info/inbs/140120260824525328.pdf,tdnet_pdfs/20260824/2026-08-24 18_00_00_8572_アコム_（訂正・数値データ訂正）「2026年３月期 決算短信〔日本基準〕（連結）」の一部訂正について_140120260824525328.pdf
20260824,2026-08-24 16:30:00,5838,楽天銀行,株主優待制度の実施に関するお知らせ（2026年９月末基準）,140120260824524894,6217.0,174510536,1084932002312.0,1084.932002312,https://www.release.tdnet.info/inbs/140120260824524894.pdf,tdnet_pdfs/20260824/2026-08-24 16_30_00_5838_楽天銀行_株主優待制度の実施に関するお知らせ（2026年９月末基準）_140120260824524894.pdf
20260824,2026-08-24 16:30:00,8252,丸井Ｇ,2031年満期ユーロ円建取得条項付転換社債型新株予約権付社債の発行に関するお知らせ,140120260824525139,2992.0,178710317,534701268464.0,534.701268464,https://www.release.tdnet.info/inbs/140120260824525139.pdf,tdnet_pdfs/20260824/2026-08-24 16_30_00_8252_丸井Ｇ_2031年満期ユーロ円建取得条項付転換社債型新株予約権付社債の発行に関するお知らせ_140120260824525139.pdf
20260824,2026-08-24 16:30:00,8252,丸井Ｇ,ユーロ円CB発行および自己株式取得に関する補足説明資料,140120260824525162,2992.0,178710317,534701268464.0,534.701268464,https://www.release.tdnet.info/inbs/140120260824525162.pdf,tdnet_pdfs/20260824/2026-08-24 16_30_00_8252_丸井Ｇ_ユーロ円CB発行および自己株式取得に関する補足説明資料_140120260824525162.pdf
20260824,2026-08-24 16:30:00,8252,丸井Ｇ,自己株式立会外買付取引（ToSTNeT-３）による自己株式の買付けに関するお知らせ,140120260824525177,2992.0,178710317,534701268464.0,534.701268464,https://www.release.tdnet.info/inbs/140120260824525177.pdf,tdnet_pdfs/20260824/2026-08-24 16_30_00_8252_丸井Ｇ_自己株式立会外買付取引（ToSTNeT-３）による自己株式の買付けに関するお知らせ_140120260824525177.pdf
20260824,2026-08-24 16:00:00,6988,日東電,自己株式の取得結果および取得終了に関するお知らせ,140120260824524798,3407.0,667819850,2275262228950.0,2275.26222895,https://www.release.tdnet.info/inbs/140120260824524798.pdf,tdnet_pdfs/20260824/2026-08-24 16_00_00_6988_日東電_自己株式の取得結果および取得終了に関するお知らせ_140120260824524798.pdf
20260824,2026-08-24 16:00:00,9706,日空ビル,2027年３月期第１四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）,140120260821524594,5727.0,92824227,531604348029.0,531.604348029,https://www.release.tdnet.info/inbs/140120260821524594.pdf,tdnet_pdfs/20260824/2026-08-24 16_00_00_9706_日空ビル_2027年３月期第１四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）_140120260821524594.pdf
20260824,2026-08-24 16:00:00,9706,日空ビル,株式の売出しに関するお知らせ,140120260821524618,5727.0,92824227,531604348029.0,531.604348029,https://www.release.tdnet.info/inbs/140120260821524618.pdf,tdnet_pdfs/20260824/2026-08-24 16_00_00_9706_日空ビル_株式の売出しに関するお知らせ_140120260821524618.pdf
20260824,2026-08-24 16:00:00,9706,日空ビル,自己株式取得に係る事項の決定及び自己株式の消却に関するお知らせ,140120260821524607,5727.0,92824227,531604348029.0,531.604348029,https://www.release.tdnet.info/inbs/140120260821524607.pdf,tdnet_pdfs/20260824/2026-08-24 16_00_00_9706_日空ビル_自己株式取得に係る事項の決定及び自己株式の消却に関するお知らせ_140120260821524607.pdf
20260824,2026-08-24 15:30:00,3462,Ｒ－ＮＭＦ,資金の借入れ（金利決定）に関するお知らせ,140120260824525088,151200.0,4646364,702530236800.0,702.5302368,https://www.release.tdnet.info/inbs/140120260824525088.pdf,tdnet_pdfs/20260824/2026-08-24 15_30_00_3462_Ｒ－ＮＭＦ_資金の借入れ（金利決定）に関するお知らせ_140120260824525088.pdf
20260824,2026-08-24 15:30:00,6323,ローツェ,当社子会社による中国現地法人(孫会社)設立に関するお知らせ,140120260821524510,3953.0,173431740,685575668220.0,685.57566822,https://www.release.tdnet.info/inbs/140120260821524510.pdf,tdnet_pdfs/20260824/2026-08-24 15_30_00_6323_ローツェ_当社子会社による中国現地法人(孫会社)設立に関するお知らせ_140120260821524510.pdf
20260824,2026-08-24 15:30:00,9005,東急,自己株式の取得状況および取得終了に関するお知らせ,140120260822524741,1683.0,563412805,948223750815.0,948.223750815,https://www.release.tdnet.info/inbs/140120260822524741.pdf,tdnet_pdfs/20260824/2026-08-24 15_30_00_9005_東急_自己株式の取得状況および取得終了に関するお知らせ_140120260822524741.pdf
