date,pubdate,code,company_name,title,doc_id,close,shares_outstanding,market_cap_jpy,market_cap_billion_jpy,source_url,saved_path
20260817,2026-08-17 16:00:00,3382,７＆ｉＨＤ,第三者割当による自己株式の処分に係る払込完了に関するお知らせ,140120260814521328,2046.5,2311794549,4731087544528.5,4731.0875445285,https://www.release.tdnet.info/inbs/140120260814521328.pdf,tdnet_pdfs/20260817/2026-08-17 16_00_00_3382_７＆ｉＨＤ_第三者割当による自己株式の処分に係る払込完了に関するお知らせ_140120260814521328.pdf
20260817,2026-08-17 16:00:00,3402,東レ,譲渡制限付株式報酬としての自己株式の処分の払込完了について,140120260806513475,1333.0,1456662173,1941730676609.0,1941.730676609,https://www.release.tdnet.info/inbs/140120260806513475.pdf,tdnet_pdfs/20260817/2026-08-17 16_00_00_3402_東レ_譲渡制限付株式報酬としての自己株式の処分の払込完了について_140120260806513475.pdf
20260817,2026-08-17 15:30:00,2267,ヤクルト,役員等に対する「株式給付信託（BBT-RS）」の導入に伴う自己株式の処分に係る払込完了に関するお知らせ,140120260817521811,2840.5,288676028,819984257534.0,819.984257534,https://www.release.tdnet.info/inbs/140120260817521811.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_2267_ヤクルト_役員等に対する「株式給付信託（BBT-RS）」の導入に伴う自己株式の処分に係る払込完了に関するお知らせ_140120260817521811.pdf
20260817,2026-08-17 15:30:00,3086,Ｊフロント,２０２６年７月度　Ｊ．フロントリテイリング　連結売上収益報告（ＩＦＲＳ）,140120260817521753,2854.0,245908464,701822756256.0,701.822756256,https://www.release.tdnet.info/inbs/140120260817521753.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_3086_Ｊフロント_２０２６年７月度 Ｊ．フロントリテイリング 連結売上収益報告（ＩＦＲＳ）_140120260817521753.pdf
20260817,2026-08-17 15:30:00,3407,旭化成,自己株式の取得結果および取得終了に関するお知らせ,140120260817521804,1707.0,1339960331,2287312285017.0,2287.312285017,https://www.release.tdnet.info/inbs/140120260817521804.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_3407_旭化成_自己株式の取得結果および取得終了に関するお知らせ_140120260817521804.pdf
20260817,2026-08-17 15:30:00,4088,エア・ウォーター,臨時株主総会の会議の目的事項の決定に関するお知らせ,140120260805510037,2549.0,229217006,584274148294.0,584.274148294,https://www.release.tdnet.info/inbs/140120260805510037.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_4088_エア・ウォーター_臨時株主総会の会議の目的事項の決定に関するお知らせ_140120260805510037.pdf
20260817,2026-08-17 15:30:00,4088,エア・ウォーター,定款一部変更に関するお知らせ,140120260805510063,2549.0,229217006,584274148294.0,584.274148294,https://www.release.tdnet.info/inbs/140120260805510063.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_4088_エア・ウォーター_定款一部変更に関するお知らせ_140120260805510063.pdf
20260817,2026-08-17 15:30:00,4088,エア・ウォーター,監査等委員会設置会社への移行に伴う役員人事に関するお知らせ,140120260805510069,2549.0,229217006,584274148294.0,584.274148294,https://www.release.tdnet.info/inbs/140120260805510069.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_4088_エア・ウォーター_監査等委員会設置会社への移行に伴う役員人事に関するお知らせ_140120260805510069.pdf
20260817,2026-08-17 15:30:00,6367,ダイキン工,コミットメント型自己株式取得（FCSR）における事後調整のお知らせ,140120260817521600,21450.0,278336120,5970309774000.0,5970.309774,https://www.release.tdnet.info/inbs/140120260817521600.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_6367_ダイキン工_コミットメント型自己株式取得（FCSR）における事後調整のお知らせ_140120260817521600.pdf
20260817,2026-08-17 15:30:00,8233,高島屋,2026年7月度 高島屋営業報告,140120260807515733,2245.0,293014400,657817328000.0,657.817328,https://www.release.tdnet.info/inbs/140120260807515733.pdf,tdnet_pdfs/20260817/2026-08-17 15_30_00_8233_高島屋_2026年7月度 高島屋営業報告_140120260807515733.pdf
